Name,Image URL,Price,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Dimensions,Volume
Lian Li PC-Q02,https://images-na.ssl-images-amazon.com/images/I/41AysLSAcZL.jpg,,Lian Li,PC-Q02B,Mini ITX Tower,Black,300 W,None,No,USB 3.2 Gen 1 Type-A,"Mini ITX, Thin Mini ITX",,"1 x External 5.25"" Slim, 1 x Internal 3.5""",,"149 mm x 230 mm x 199 mm, 5.866"" x 9.055"" x 7.835""","6.82 L, 0.241 ft³"
Silverstone RV02B-EW-USB3.0,//cdna.pcpartpicker.com/static/forever/images/product/35e3148388737871116772685dfec8a1.256p.jpg,,Silverstone,"SST-RV02B-EW-USB3.0, RV02B-EW-USB3.0",ATX Full Tower,Black,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX, SSI CEB","304 mm / 11.969"" With Drive Cages, 309 mm / 12.165"" Without Drive Cages","5 x External 5.25"", 5 x Internal 3.5"", 1 x Internal 2.5""",8 x Full-Height,"216 mm x 502 mm x 642 mm, 8.504"" x 19.764"" x 25.276""","69.613 L, 2.458 ft³"
Silverstone FT03-MINI,//cdna.pcpartpicker.com/static/forever/images/product/1db1f6cf97741a9d83124aed3d5b8efb.256p.jpg,,Silverstone,"SST-FT03B-MINI, FT03B-MINI",Mini ITX Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"Mini ITX, Thin Mini ITX, Mini DTX","254 mm / 10""","1 x External 5.25"" Slim Slot Load, 1 x Internal 3.5"", 2 x Internal 2.5""",2 x Full-Height,"397 mm x 188 mm x 235 mm, 15.63"" x 7.402"" x 9.252""","17.539 L, 0.619 ft³"
CiT Vantage,//cdna.pcpartpicker.com/static/forever/images/product/78b2c3463ca7f956d64cfaa65bdda3a4.256p.jpg,,CiT,CSCITVAN,ATX Mid Tower,Black / Yellow,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"459 mm x 184 mm x 444 mm, 18.071"" x 7.244"" x 17.48""","37.498 L, 1.324 ft³"
Thermaltake Chaser A31 Thunder Edition,https://images-na.ssl-images-amazon.com/images/I/51bEjTydonL.jpg,,Thermaltake,VP200A1W2N,ATX Mid Tower,Black,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","315 mm / 12.402""","4 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"495 mm x 251 mm x 510 mm, 19.488"" x 9.882"" x 20.079""","63.365 L, 2.238 ft³"
In Win GT1,https://images-na.ssl-images-amazon.com/images/I/51AV1hi7EyL.jpg,,In Win,GT1 Black,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","408 mm / 16.063""","3 x External 5.25"", 6 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"474 mm x 210 mm x 490 mm, 18.661"" x 8.268"" x 19.291""","48.775 L, 1.722 ft³"
Apevia X-Dreamer4,https://m.media-amazon.com/images/I/41aYr7giXuL.jpg,,Apevia,X-DREAMER4-PK,ATX Mid Tower,Pink,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 4 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"495 mm x 196 mm x 444 mm, 19.488"" x 7.717"" x 17.48""","43.077 L, 1.521 ft³"
Aerocool Strike-X Air,https://images-na.ssl-images-amazon.com/images/I/51DhS8ka8NL.jpg,,Aerocool,"EN56830, StrikeX-Air",ATX Test Bench,Black / Red,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX",,"3 x External 5.25"", 3 x Internal 3.5""",10 x Full-Height,,
Corsair Graphite Series 230T,//cdna.pcpartpicker.com/static/forever/images/product/51536c28b6bb47fe15ca0be2e5b91dd2.256p.jpg,,Corsair,CC-9011036-WW,ATX Mid Tower,Black / Red,None,None,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","360 mm / 14.173""","3 x External 5.25"", 4 x Internal 3.5""",7 x Full-Height,,
Antec Nineteen Hundred,//cdna.pcpartpicker.com/static/forever/images/product/b0c9be632de10ae0136cd85e4984391b.256p.jpg,,Antec,Nineteen Hundred Red,ATX Full Tower,Black / Red,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX, SSI CEB","330 mm / 12.992""","3 x External 5.25"", 12 x Internal 3.5"", 2 x Internal 2.5""",9 x Full-Height,,
NZXT H440,//cdna.pcpartpicker.com/static/forever/images/product/acc24a10013bf78e2c53a0a2adca1f96.256p.jpg,,NZXT,CA-H442W-M9,ATX Mid Tower,Black / Green,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","294 mm / 11.575"" With Drive Cages, 406 mm / 15.984"" Without Drive Cages","8 x Internal 3.5"", 11 x Internal 2.5""",7 x Full-Height,"475 mm x 220 mm x 510 mm, 18.701"" x 8.661"" x 20.079""","53.295 L, 1.882 ft³"
Silverstone SG08B-LITE,https://m.media-amazon.com/images/I/51l6paXHXyL.jpg,,Silverstone,"SG08B-LITE, SST-SG08B-Lite USB 3.0, SST-SG08B-LITE",Mini ITX Desktop,Black,None,None,No,USB 3.2 Gen 1 Type-A,Mini ITX,"309 mm / 12.165""","1 x External 5.25"" Slim Slot Load, 1 x Internal 3.5"", 2 x Internal 2.5""",2 x Full-Height,,
LC-Power PRO-923B,https://m.media-amazon.com/images/I/41pkR8bxdiL.jpg,,LC-Power,PRO-923B,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","270 mm / 10.63""","3 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,,
Corsair Graphite Series 730T,https://images-na.ssl-images-amazon.com/images/I/41zbdywa8ML.jpg,,Corsair,"730T Black, CC-9011046-WW",ATX Full Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX, XL ATX","450 mm / 17.717""","3 x External 5.25"", 6 x Internal 3.5"", 4 x Internal 2.5""",9 x Full-Height,"563 mm x 246 mm x 568 mm, 22.165"" x 9.685"" x 22.362""","78.667 L, 2.778 ft³"
Corsair Carbide Series SPEC-01,//cdna.pcpartpicker.com/static/forever/images/product/d6d58d8d77d90759b800ae04dac4e0fb.256p.jpg,,Corsair,CC-9011056-WW,ATX Mid Tower,Black / Blue,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","414 mm / 16.299""","2 x External 5.25"", 4 x Internal 3.5""",7 x Full-Height,"467 mm x 198 mm x 414 mm, 18.386"" x 7.795"" x 16.299""","38.281 L, 1.352 ft³"
Cooler Master HAF 912 Advanced,https://images-na.ssl-images-amazon.com/images/I/51dL3XDawBL.jpg,,Cooler Master,RC-912A-KWN1,ATX Mid Tower,Black / Red,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","270 mm / 10.63"" With Drive Cages, 390 mm / 15.354"" Without Drive Cages","4 x External 5.25"", 6 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,
BitFenix Neos,//cdna.pcpartpicker.com/static/forever/images/product/79eeb3a01911ee46e1e00771cbe3ca8a.med.256p.jpg,,BitFenix,BFC-NEO-100-KKXSK-RP,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","300 mm / 11.811""","2 x External 5.25"", 3 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"429 mm x 184 mm x 469 mm, 16.89"" x 7.244"" x 18.465""","37.021 L, 1.307 ft³"
Azza Z,https://images-na.ssl-images-amazon.com/images/I/310REgt2%2BtL.jpg,,Azza,CSAZ-103,Mini ITX Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A",Mini ITX,"279 mm / 10.984""","1 x External 5.25"" Slim, 2 x External 3.5""",2 x Full-Height,"342 mm x 111 mm x 439 mm, 13.465"" x 4.37"" x 17.283""","16.665 L, 0.589 ft³"
Thermaltake Commander G42,https://m.media-amazon.com/images/I/51kMpD-WtPL.jpg,,Thermaltake,CA-1B5-00M1WN-00,ATX Mid Tower,Black,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","270 mm / 10.63"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages","3 x External 5.25"", 6 x Internal 3.5""",8 x Full-Height,"487 mm x 243 mm x 492 mm, 19.173"" x 9.567"" x 19.37""","58.224 L, 2.056 ft³"
Deepcool PANGU SW,//cdna.pcpartpicker.com/static/forever/images/product/74677e9fbf40f6684e4251dfc2672ac8.256p.jpg,,Deepcool,PANGU SW-BK,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","310 mm / 12.205"" With Drive Cages, 400 mm / 15.748"" Without Drive Cages","2 x External 5.25"", 6 x Internal 3.5""",7 x Full-Height,"459 mm x 204 mm x 436 mm, 18.071"" x 8.031"" x 17.165""","40.825 L, 1.442 ft³"
In Win GR One,https://images-na.ssl-images-amazon.com/images/I/41YD5Z1Ol6L.jpg,,In Win,"GRone White, BX141WHI",ATX Full Tower,White / Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX","342 mm / 13.465"" With Drive Cages, 365 mm / 14.37"" Without Drive Cages","3 x External 5.25"", 8 x Internal 3.5""",8 x Full-Height,"561 mm x 243 mm x 594 mm, 22.087"" x 9.567"" x 23.386""","80.976 L, 2.86 ft³"
In Win IW-BQ656T.AD120TB3,//cdna.pcpartpicker.com/static/forever/images/product/4105b7ad1710c1e3ad9bac7ab370354d.256p.jpg,,In Win,IW-BQ656T.AD120TB3,Mini ITX Tower,Black,120 W,None,No,USB 3.2 Gen 1 Type-A,Mini ITX,,"1 x External 5.25"" Slim, 1 x Internal 2.5""",,"226 mm x 76 mm x 193 mm, 8.898"" x 2.992"" x 7.598""","3.315 L, 0.117 ft³"
Rosewill I5-397,https://images-na.ssl-images-amazon.com/images/I/41W2281TR0L.jpg,,Rosewill,I5-397-BK,ATX Mini Tower,Black,450 W,None,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX",,"3 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"412 mm x 184 mm x 488 mm, 16.22"" x 7.244"" x 19.213""","36.994 L, 1.306 ft³"
be quiet! Silent Base 800,//cdna.pcpartpicker.com/static/forever/images/product/2de4aac64715a5047edafca0653f380e.256p.jpg,,be quiet!,BG001,ATX Mid Tower,Black / Orange,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","290 mm / 11.417"" With Drive Cages, 400 mm / 15.748"" Without Drive Cages","3 x External 5.25"", 7 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,
Aerocool Strike-X Xtreme,https://m.media-amazon.com/images/I/51yax2ne0bL.jpg,,Aerocool,EN52025,ATX Mid Tower,Black / Red,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX","293 mm / 11.535""","4 x External 5.25"", 6 x Internal 3.5""",7 x Full-Height,,
NOX Coolbay VX,https://images-eu.ssl-images-amazon.com/images/I/51NPDZeDJHL.jpg,,NOX,NXCBAYVXW,ATX Mid Tower,White / Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX","260 mm / 10.236"" With Drive Cages, 350 mm / 13.78"" Without Drive Cages","3 x External 5.25"", 7 x Internal 3.5""",7 x Full-Height,"450 mm x 185 mm x 412 mm, 17.717"" x 7.283"" x 16.22""","34.299 L, 1.211 ft³"
Phanteks Enthoo EVOLV ATX,https://m.media-amazon.com/images/I/31sWyG8+IdL.jpg,,Phanteks,PH-ES515E_GS,ATX Mid Tower,Silver,None,Acrylic,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","300 mm / 11.811"" With Drive Cages, 420 mm / 16.535"" Without Drive Cages","5 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,
Thermaltake Suppressor F51,https://m.media-amazon.com/images/I/41j33rn2H1L.jpg,,Thermaltake,CA-1E1-00M1WN-03,ATX Mid Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","310 mm / 12.205"" With Drive Cages, 465 mm / 18.307"" Without Drive Cages","2 x External 5.25"", 6 x Internal 3.5""",8 x Full-Height,"525 mm x 230 mm x 577 mm, 20.669"" x 9.055"" x 22.717""","69.673 L, 2.46 ft³"
Deepcool KENDOMEN,//cdna.pcpartpicker.com/static/forever/images/product/9083bf9e1aed0b2d622b3b12e13002ed.256p.jpg,,Deepcool,KENDOMEN Black,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","310 mm / 12.205"" With Drive Cages, 400 mm / 15.748"" Without Drive Cages","3 x External 5.25"", 3 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,,
be quiet! Silent Base 600,//cdna.pcpartpicker.com/static/forever/images/product/41f6dbeae694d97708b073d74eb8a322.256p.jpg,,be quiet!,BGW05,ATX Mid Tower,Black / Orange,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","294 mm / 11.575"" With Drive Cages, 413 mm / 16.26"" Without Drive Cages","3 x External 5.25"", 3 x Internal 3.5""",7 x Full-Height,,
Zalman ZM-T1 PLUS,https://images-na.ssl-images-amazon.com/images/I/41ef5dJ-tsL.jpg,,Zalman,"ZM-T1 PLUS, T1 Plus",MicroATX Mini Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","250 mm / 9.843"" With Drive Cages, 300 mm / 11.811"" Without Drive Cages","1 x External 5.25"", 2 x Internal 3.5"", 3 x Internal 2.5""",4 x Full-Height,,
Antec P380,https://m.media-amazon.com/images/I/41WD2kjG5uL.jpg,,Antec,P380,ATX Full Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX, SSI CEB","465 mm / 18.307"" With Drive Cages, 465 mm / 18.307"" Without Drive Cages","1 x External 5.25"" Slim, 8 x Internal 3.5""",9 x Full-Height,,
Antec VSK3-500,https://m.media-amazon.com/images/I/31KOtT-EzuL.jpg,,Antec,VSK3-500,MicroATX Mini Tower,Black,500 W,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX",,"2 x External 5.25"", 1 x External 3.5"", 2 x Internal 3.5""",4 x Full-Height,,
Thermaltake Core P3 SE,https://m.media-amazon.com/images/I/51wVaHTdCfL.jpg,,Thermaltake,CA-1G4-00M1WN-00,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","280 mm / 11.024"" With Drive Cages, 450 mm / 17.717"" Without Drive Cages","2 x External 3.5"", 2 x Internal 3.5""",8 x Full-Height,"470 mm x 333 mm x 512 mm, 18.504"" x 13.11"" x 20.157""","80.133 L, 2.83 ft³"
Antec P182,https://m.media-amazon.com/images/I/418TQZVP4bL.jpg,,Antec,P182,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"4 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"510 mm x 210 mm x 520 mm, 20.079"" x 8.268"" x 20.472""","55.692 L, 1.967 ft³"
Rosewill B2-SPIRIT,https://m.media-amazon.com/images/I/31izP+7TQeL.jpg,,Rosewill,B2 SPIRIT,ATX Full Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, HPTX, Micro ATX, XL ATX","400 mm / 15.748""","4 x External 5.25"", 13 x Internal 3.5""",10 x Full-Height,,
In Win 509 ROG,//cdna.pcpartpicker.com/static/forever/images/product/6aa0b6b283096d7dc8e20dc4f83d10a4.256p.jpg,,In Win,509 ROG,ATX Full Tower,Black / Red,None,Tempered Glass,No,USB 3.2 Gen 1 Type-A,"ATX, EATX, Micro ATX, Mini ITX","370 mm / 14.567""","1 x Internal 5.25"", 5 x Internal 3.5"", 4 x Internal 2.5""",8 x Full-Height,"578 mm x 235 mm x 527 mm, 22.756"" x 9.252"" x 20.748""","71.582 L, 2.528 ft³"
NOX Hummer ZS,https://images-eu.ssl-images-amazon.com/images/I/41BY43Hd05L.jpg,,NOX,NXHUMMERZSZ,ATX Mid Tower,White,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","380 mm / 14.961""","2 x External 5.25"", 2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"450 mm x 206 mm x 470 mm, 17.717"" x 8.11"" x 18.504""","43.569 L, 1.539 ft³"
SHARKOON DG7000,//cdna.pcpartpicker.com/static/forever/images/product/0d2b7529aa6e9eb343d298aec08f5360.256p.jpg,,SHARKOON,"DG7000 Red, 4044951018192",ATX Mid Tower,Black / Red,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","380 mm / 14.961""","2 x External 5.25"", 3 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"470 mm x 210 mm x 470 mm, 18.504"" x 8.268"" x 18.504""","46.389 L, 1.638 ft³"
Raidmax Sigma,//cdna.pcpartpicker.com/static/forever/images/product/d6f687309f23343e6b1af3fc619e0543.256p.jpg,,Raidmax,Sigma-TBB,ATX Mid Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,
DIYPC DIY-BG01,//cdna.pcpartpicker.com/static/forever/images/product/e68de9b8052e547c0af0413b743e9a29.256p.jpg,,DIYPC,DIY-BG01,ATX Mid Tower,Black,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX","400 mm / 15.748""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,,
SHARKOON DG7000-G,https://images-eu.ssl-images-amazon.com/images/I/51ph%2BBaLl2L.jpg,,SHARKOON,4.04E+12,ATX Mid Tower,Black / Green,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","380 mm / 14.961""","2 x External 5.25"", 3 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,
Lian Li PC-O11ROG,//cdna.pcpartpicker.com/static/forever/images/product/efe678e2df01835226058c40e385be1f.256p.jpg,,Lian Li,"PC-O11 WGX, PC-O11ROG",ATX Full Tower,Silver,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","430 mm / 16.929""","4 x Internal 3.5"", 4 x Internal 2.5""",8 x Full-Height,"457 mm x 277 mm x 516 mm, 17.992"" x 10.906"" x 20.315""","65.32 L, 2.307 ft³"
SHARKOON VG4-W,//cdna.pcpartpicker.com/static/forever/images/product/f3994e1e6f5efe61c4dcd098e8bed0bf.256p.jpg,,SHARKOON,"VG4-W Green, 4044951016211",ATX Mid Tower,Black / Green,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","310 mm / 12.205"" With Drive Cages, 385 mm / 15.157"" Without Drive Cages","3 x External 5.25"", 3 x Internal 3.5"", 4 x Internal 2.5""",6 x Full-Height,"445 mm x 200 mm x 430 mm, 17.52"" x 7.874"" x 16.929""","38.27 L, 1.351 ft³"
DIYPC TG8,//cdna.pcpartpicker.com/static/forever/images/product/ca98a964428ce9898a5e3c20438fa8ff.256p.jpg,,DIYPC,DIY-TG8-BG,ATX Mid Tower,Green / Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x External 5.25"", 2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,,
Cooler Master MB600L,//cdna.pcpartpicker.com/static/forever/images/product/8de825d4ece394447cf30b2d805f23b3.256p.jpg,,Cooler Master,MCB-B600L-KANN-S01,ATX Mid Tower,Black / Blue,None,Acrylic,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,,
Thermaltake Versa N25,https://images-eu.ssl-images-amazon.com/images/I/41VJfFAi8JL.jpg,,Thermaltake,CA-1G2-00M1WN-00,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","250 mm / 9.843"" With Drive Cages, 360 mm / 14.173"" Without Drive Cages","1 x External 5.25"", 1 x External 3.5"", 3 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,,
SAMA Maxcool-W-15,//cdna.pcpartpicker.com/static/forever/images/product/82a066a4325d79f62844b5a5366c67be.256p.jpg,,SAMA,Maxcool-W-15LEDLight,MicroATX Mid Tower,White / Red,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","418 mm / 16.457""","2 x External 5.25"", 3 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,,
Antec P110 Luce,https://m.media-amazon.com/images/I/41oVHOF8q2L.jpg,,Antec,"P110 Luce, 0-761345-11611-4",ATX Mid Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","390 mm / 15.354""","6 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,
In Win X-Frame 2.0,//cdna.pcpartpicker.com/static/forever/images/product/8cf2ed3f0f4199e513e1967bbba8d851.256p.jpg,,In Win,IW-XFRAME2-BLU,ATX Test Bench,White / Blue,None,None,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","385 mm / 15.157""","1 x External 5.25"", 6 x Internal 3.5"", 7 x Internal 2.5""",8 x Full-Height,"640 mm x 483 mm x 330 mm, 25.197"" x 19.016"" x 12.992""","102.01 L, 3.602 ft³"
EVGA DG-73,https://images-eu.ssl-images-amazon.com/images/I/41lGAp7zE1L.jpg,,EVGA,130-P0-0020-KR,ATX Mid Tower,Black,None,Acrylic,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","390 mm / 15.354""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"472 mm x 204 mm x 477 mm, 18.583"" x 8.031"" x 18.78""","45.929 L, 1.622 ft³"
Raidmax Zeta B04,//cdna.pcpartpicker.com/static/forever/images/product/6e8c5193975c6a5661cc03ca1cd01fee.256p.jpg,,Raidmax,Zeta B04,ATX Mid Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","390 mm / 15.354""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"466 mm x 218 mm x 475 mm, 18.346"" x 8.583"" x 18.701""","48.254 L, 1.704 ft³"
Lian Li PC-O11AIR RGB,//cdna.pcpartpicker.com/static/forever/images/product/2fe3bfe02aa2dfd728021807a997cdef.256p.jpg,,Lian Li,PC-O11AIR RGB,ATX Full Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","420 mm / 16.535""","3 x Internal 3.5"", 6 x Internal 2.5""",8 x Full-Height,"476 mm x 272 mm x 465 mm, 18.74"" x 10.709"" x 18.307""","60.204 L, 2.126 ft³"
Corsair Carbide Series SPEC-06,//cdna.pcpartpicker.com/static/forever/images/product/42abdf8f96f74d2e64cc03292874eca8.256p.jpg,,Corsair,CC-9011145-WW,ATX Mid Tower,White,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","370 mm / 14.567""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,,
SHARKOON VG5,https://m.media-amazon.com/images/I/51nZBMu0zGL.jpg,,SHARKOON,VG5-W Blue,ATX Mid Tower,Black / Blue,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","310 mm / 12.205"" With Drive Cages, 385 mm / 15.157"" Without Drive Cages","2 x External 5.25"", 3 x Internal 3.5"", 4 x Internal 2.5""",6 x Full-Height,"445 mm x 200 mm x 430 mm, 17.52"" x 7.874"" x 16.929""","38.27 L, 1.351 ft³"
Zalman Z9 NEO Plus,//cdna.pcpartpicker.com/static/forever/images/product/32a61e716533008ade1c3c70cbdfc4ab.256p.jpg,,Zalman,Z9 NEO PLUS WHITE,ATX Mid Tower,White / Black,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","400 mm / 15.748"" With Drive Cages, 400 mm / 15.748"" Without Drive Cages","2 x External 5.25"", 2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,
Xigmatek Frontliner,https://images-eu.ssl-images-amazon.com/images/I/51a6YVC%2B2UL.jpg,,Xigmatek,EN8774,ATX Mid Tower,Black,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","360 mm / 14.173""","2 x External 5.25"", 2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"438 mm x 205 mm x 502 mm, 17.244"" x 8.071"" x 19.764""","45.075 L, 1.592 ft³"
Thermaltake Versa J23 RGB,//cdna.pcpartpicker.com/static/forever/images/product/5827521256ae1374807bedac23e4460a.256p.jpg,,Thermaltake,CA-1L6-00M1WN-01,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","310 mm / 12.205""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,,
Tecware Nexus,/static/forever/img/no-image.png,,Tecware,NEXUS-W,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","380 mm / 14.961""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,,
